Vardas                   Pavarde                  ND 1      ND 2      ND 3      ND 4      ND 5      ND 6      ND 7      ND 8      ND 9      ND 10     Egz.      
Vardas40003              Pavarde40003             4         5         1         10        4         9         6         9         2         10        6         
Vardas40004              Pavarde40004             6         5         1         8         1         2         1         3         2         5         4         
Vardas40005              Pavarde40005             4         7         2         8         4         2         10        1         8         7         4         
Vardas40006              Pavarde40006             4         3         10        3         9         5         8         10        10        10        9         
Vardas40007              Pavarde40007             1         6         6         6         9         1         8         4         10        8         7         
Vardas40008              Pavarde40008             6         2         10        4         9         2         3         2         9         6         5         
Vardas40009              Pavarde40009             6         7         10        2         7         5         10        7         5         5         2         
Vardas40010              Pavarde40010             2         10        3         2         4         7         1         8         7         9         3         
Vardas40011              Pavarde40011             4         3         10        5         7         4         8         8         6         9         6         
Vardas40012              Pavarde40012             8         1         4         4         7         9         10        2         2         1         8         
Vardas40013              Pavarde40013             10        3         3         9         3         3         1         2         1         6         6         
Vardas40014              Pavarde40014             4         2         9         1         8         7         6         9         5         7         9         
Vardas40015              Pavarde40015             1         6         4         2         1         9         2         2         8         5         4         
Vardas40016              Pavarde40016             8         1         8         9         10        4         5         2         7         8         4         
Vardas40017              Pavarde40017             5         1         6         6         5         10        2         2         5         10        7         
Vardas40018              Pavarde40018             4         4         1         1         4         3         5         3         6         10        9         
Vardas40019              Pavarde40019             9         8         1         8         8         5         3         10        1         5         5         
Vardas40020              Pavarde40020             3         8         8         3         4         3         7         10        3         5         8         
Vardas40021              Pavarde40021             1         4         2         4         10        1         1         2         7         4         9         
Vardas40022              Pavarde40022             7         3         1         3         2         5         1         4         10        5         10        
Vardas40023              Pavarde40023             8         9         9         8         6         7         2         10        5         10        4         
Vardas40024              Pavarde40024             8         3         2         6         8         2         4         4         3         1         2         
Vardas40025              Pavarde40025             4         3         1         3         10        4         9         5         4         3         7         
Vardas40026              Pavarde40026             2         10        10        1         2         5         6         10        9         6         1         
Vardas40027              Pavarde40027             10        10        3         3         1         2         2         10        8         6         3         
Vardas40028              Pavarde40028             9         7         6         6         9         8         4         8         2         5         10        
Vardas40029              Pavarde40029             3         10        1         1         10        5         3         3         3         4         6         
Vardas40030              Pavarde40030             8         2         8         8         7         1         9         6         6         6         5         
Vardas40031              Pavarde40031             7         4         2         5         10        10        6         6         2         10        6         
Vardas40032              Pavarde40032             10        10        2         4         5         7         1         9         1         3         3         
Vardas40033              Pavarde40033             7         4         9         1         5         4         1         7         6         9         5         
Vardas40034              Pavarde40034             6         9         2         9         4         9         3         10        6         4         6         
Vardas40035              Pavarde40035             10        7         8         6         5         3         3         7         1         7         5         
Vardas40036              Pavarde40036             4         5         8         3         5         2         7         8         9         10        4         
Vardas40037              Pavarde40037             3         1         5         9         10        3         6         5         2         2         4         
Vardas40038              Pavarde40038             7         2         8         1         2         2         8         3         7         7         8         
Vardas40039              Pavarde40039             2         8         2         8         3         1         8         9         8         2         3         
Vardas40040              Pavarde40040             3         3         4         7         10        8         5         10        8         7         7         
Vardas40041              Pavarde40041             2         9         1         3         4         2         5         6         5         10        2         
Vardas40042              Pavarde40042             9         7         7         3         2         5         9         3         3         8         4         
Vardas40043              Pavarde40043             5         1         6         8         4         3         6         9         3         5         1         
Vardas40044              Pavarde40044             9         7         1         10        5         3         1         8         5         2         4         
Vardas40045              Pavarde40045             10        9         10        5         4         7         4         7         10        2         10        
Vardas40046              Pavarde40046             5         2         6         5         7         6         7         6         1         10        8         
Vardas40047              Pavarde40047             4         1         3         9         6         3         9         8         4         8         1         
Vardas40048              Pavarde40048             2         6         10        9         6         8         5         8         8         8         7         
Vardas40049              Pavarde40049             10        6         7         8         6         3         1         2         10        8         7         
Vardas40050              Pavarde40050             2         7         9         6         5         4         1         6         2         2         10        
Vardas40051              Pavarde40051             8         9         9         3         5         6         9         5         9         7         9         
Vardas40052              Pavarde40052             1         9         7         8         2         2         8         7         2         2         1         
Vardas40053              Pavarde40053             9         5         7         6         5         1         9         8         1         7         10        
Vardas40054              Pavarde40054             6         5         8         9         9         7         3         6         1         5         1         
Vardas40055              Pavarde40055             6         10        2         4         3         4         8         2         5         2         9         
Vardas40056              Pavarde40056             2         8         10        1         10        5         5         2         5         10        5         
Vardas40057              Pavarde40057             1         2         2         3         5         1         5         4         4         9         3         
Vardas40058              Pavarde40058             4         6         3         4         5         4         8         9         10        6         10        
Vardas40059              Pavarde40059             3         10        9         4         5         4         9         10        9         7         3         
Vardas40060              Pavarde40060             9         8         1         1         9         2         5         4         7         10        9         
Vardas40061              Pavarde40061             4         2         8         8         5         6         6         1         7         6         7         
Vardas40062              Pavarde40062             3         4         3         7         10        8         6         6         2         2         9         
Vardas40063              Pavarde40063             2         4         4         5         8         6         1         1         3         4         2         
Vardas40064              Pavarde40064             3         10        6         1         6         6         5         2         10        4         8         
Vardas40065              Pavarde40065             9         5         7         6         9         6         7         5         1         8         7         
Vardas40066              Pavarde40066             1         9         7         1         7         9         8         6         3         8         3         
Vardas40067              Pavarde40067             8         10        7         10        1         3         4         4         2         8         6         
Vardas40068              Pavarde40068             6         4         3         3         10        10        6         3         5         7         10        
Vardas40069              Pavarde40069             10        7         5         1         4         5         5         9         6         10        10        
Vardas40070              Pavarde40070             5         10        8         6         10        4         1         2         2         3         10        
Vardas40071              Pavarde40071             2         2         1         2         9         1         5         8         10        2         8         
Vardas40072              Pavarde40072             5         7         8         10        4         2         5         7         5         2         1         
Vardas40073              Pavarde40073             8         7         8         4         4         5         4         1         5         4         2         
Vardas40074              Pavarde40074             3         4         2         6         8         3         4         6         2         1         4         
Vardas40075              Pavarde40075             5         5         9         8         7         4         2         6         1         7         7         
Vardas40076              Pavarde40076             1         5         1         10        1         2         2         7         10        10        5         
Vardas40077              Pavarde40077             10        4         2         5         5         7         6         5         8         6         10        
Vardas40078              Pavarde40078             3         2         7         9         3         7         7         7         3         5         7         
Vardas40079              Pavarde40079             9         4         2         9         5         4         1         3         6         5         5         
Vardas40080              Pavarde40080             4         10        3         10        10        1         8         4         2         4         5         
Vardas40081              Pavarde40081             10        7         9         8         7         10        4         6         6         7         2         
Vardas40082              Pavarde40082             7         6         8         6         5         10        10        5         8         6         10        
Vardas40083              Pavarde40083             8         9         9         5         1         4         8         7         1         4         8         
Vardas40084              Pavarde40084             2         1         10        9         6         5         6         9         8         7         7         
Vardas40085              Pavarde40085             10        8         9         8         7         7         9         5         2         10        2         
Vardas40086              Pavarde40086             10        10        4         2         6         2         9         10        8         6         4         
Vardas40087              Pavarde40087             3         5         9         5         5         7         7         3         1         1         2         
Vardas40088              Pavarde40088             1         4         10        10        10        4         7         4         7         2         2         
Vardas40089              Pavarde40089             2         7         8         10        4         10        7         8         2         1         10        
Vardas40090              Pavarde40090             4         10        10        6         4         6         6         6         10        8         5         
Vardas40091              Pavarde40091             3         2         10        4         3         9         2         9         9         8         2         
Vardas40092              Pavarde40092             10        6         1         2         2         3         10        3         1         2         9         
Vardas40093              Pavarde40093             2         10        4         3         6         10        8         9         10        10        4         
Vardas40094              Pavarde40094             1         2         6         6         5         6         9         10        5         8         2         
Vardas40095              Pavarde40095             7         5         6         9         4         3         6         10        3         7         10        
Vardas40096              Pavarde40096             7         2         9         9         5         1         1         6         9         4         6         
Vardas40097              Pavarde40097             10        2         9         8         6         8         5         4         4         5         6         
Vardas40098              Pavarde40098             7         10        10        8         5         5         3         2         3         5         5         
Vardas40099              Pavarde40099             8         10        10        7         2         7         2         4         2         8         5         
Vardas40100              Pavarde40100             7         7         6         6         6         6         8         9         1         3         1         
Vardas40101              Pavarde40101             3         5         6         9         9         10        7         8         7         6         2         
Vardas40102              Pavarde40102             1         5         7         5         9         10        10        10        1         8         5         
Vardas40103              Pavarde40103             8         3         2         7         3         9         8         7         2         1         2         
Vardas40104              Pavarde40104             8         6         2         1         4         8         7         5         10        8         2         
Vardas40105              Pavarde40105             4         3         6         4         3         9         2         10        5         8         1         
Vardas40106              Pavarde40106             4         6         6         6         6         6         1         7         3         2         6         
Vardas40107              Pavarde40107             10        6         6         2         2         10        2         3         3         3         4         
Vardas40108              Pavarde40108             3         2         2         8         2         4         4         2         2         2         4         
Vardas40109              Pavarde40109             6         6         6         7         8         3         4         4         3         3         3         
Vardas40110              Pavarde40110             6         6         3         9         8         6         7         8         2         8         9         
Vardas40111              Pavarde40111             1         1         10        7         9         2         2         9         1         2         8         
Vardas40112              Pavarde40112             9         4         1         8         9         2         10        1         1         10        10        
Vardas40113              Pavarde40113             9         10        4         10        2         1         9         7         4         7         6         
Vardas40114              Pavarde40114             8         7         6         6         9         6         3         9         5         1         4         
Vardas40115              Pavarde40115             2         8         8         4         1         1         1         6         8         3         6         
Vardas40116              Pavarde40116             5         5         5         4         5         2         7         4         6         9         8         
Vardas40117              Pavarde40117             1         1         7         2         3         6         8         9         6         9         2         
Vardas40118              Pavarde40118             3         1         10        1         7         8         3         1         3         6         7         
Vardas40119              Pavarde40119             4         10        9         1         5         6         5         2         2         9         9         
Vardas40120              Pavarde40120             3         10        2         7         7         3         4         4         10        7         1         
Vardas40121              Pavarde40121             4         5         2         1         9         10        7         9         8         7         6         
Vardas40122              Pavarde40122             2         8         7         5         9         5         8         8         9         2         6         
Vardas40123              Pavarde40123             1         9         2         10        4         4         3         9         1         7         4         
Vardas40124              Pavarde40124             2         5         2         4         7         2         10        8         7         9         10        
Vardas40125              Pavarde40125             7         5         10        8         8         6         1         7         4         1         7         
Vardas40126              Pavarde40126             8         6         6         5         8         9         2         2         4         3         9         
Vardas40127              Pavarde40127             1         3         5         7         2         3         7         6         5         3         5         
Vardas40128              Pavarde40128             1         10        2         4         9         2         1         10        7         4         7         
Vardas40129              Pavarde40129             1         6         1         2         9         7         9         6         5         8         10        
Vardas40130              Pavarde40130             1         6         10        2         3         7         4         5         10        10        9         
Vardas40131              Pavarde40131             8         9         2         5         9         6         1         4         8         3         9         
Vardas40132              Pavarde40132             10        6         4         2         2         2         4         10        7         4         8         
Vardas40133              Pavarde40133             5         10        6         7         9         7         2         3         9         8         7         
Vardas40134              Pavarde40134             3         7         8         2         9         5         6         10        6         6         2         
Vardas40135              Pavarde40135             2         8         9         8         6         8         2         2         5         4         2         
Vardas40136              Pavarde40136             3         4         8         10        5         5         1         3         4         5         1         
Vardas40137              Pavarde40137             5         8         8         1         9         3         3         7         2         9         4         
Vardas40138              Pavarde40138             9         8         7         5         10        9         5         4         2         3         1         
Vardas40139              Pavarde40139             10        10        10        7         8         9         9         10        4         5         2         
Vardas40140              Pavarde40140             4         1         1         10        5         1         5         1         4         8         5         
Vardas40141              Pavarde40141             5         2         3         7         4         4         7         4         2         5         7         
Vardas40142              Pavarde40142             6         8         1         1         4         9         5         7         2         6         10        
Vardas40143              Pavarde40143             7         4         8         7         10        4         1         1         8         7         2         
Vardas40144              Pavarde40144             8         7         10        8         6         10        9         7         10        1         9         
Vardas40145              Pavarde40145             10        2         2         7         7         5         2         2         8         5         7         
Vardas40146              Pavarde40146             9         6         10        7         9         8         5         9         9         1         1         
Vardas40147              Pavarde40147             9         3         8         9         2         4         1         8         2         6         5         
Vardas40148              Pavarde40148             7         7         7         5         2         3         8         6         10        2         10        
Vardas40149              Pavarde40149             1         10        2         8         8         10        8         6         10        1         7         
Vardas40150              Pavarde40150             2         10        3         2         8         1         2         7         8         10        2         
Vardas40151              Pavarde40151             5         9         5         6         6         8         8         5         5         2         7         
Vardas40152              Pavarde40152             4         7         6         2         6         1         3         9         9         4         4         
Vardas40153              Pavarde40153             3         2         8         6         2         8         9         4         7         2         8         
Vardas40154              Pavarde40154             3         9         1         6         8         3         2         1         2         1         2         
Vardas40155              Pavarde40155             8         5         1         1         4         3         6         10        9         3         3         
Vardas40156              Pavarde40156             10        10        7         2         2         4         3         9         8         10        2         
Vardas40157              Pavarde40157             6         2         8         10        2         9         1         5         1         10        8         
Vardas40158              Pavarde40158             6         1         9         3         9         1         4         6         2         4         9         
Vardas40159              Pavarde40159             5         10        10        10        6         3         5         9         5         1         1         
Vardas40160              Pavarde40160             3         2         6         7         8         10        2         1         4         5         2         
Vardas40161              Pavarde40161             3         10        6         2         9         10        3         3         2         7         5         
Vardas40162              Pavarde40162             7         4         6         2         5         3         8         8         3         9         4         
Vardas40163              Pavarde40163             2         1         5         10        3         6         7         2         3         2         4         
Vardas40164              Pavarde40164             10        7         5         9         8         8         10        4         6         8         3         
Vardas40165              Pavarde40165             2         6         8         7         6         5         2         1         10        3         8         
Vardas40166              Pavarde40166             2         6         8         9         2         2         5         8         7         10        4         
Vardas40167              Pavarde40167             10        6         10        4         7         8         10        1         6         5         8         
Vardas40168              Pavarde40168             10        10        5         7         1         6         8         9         2         3         3         
Vardas40169              Pavarde40169             5         2         6         7         10        5         4         5         8         10        8         
Vardas40170              Pavarde40170             2         10        6         7         4         6         6         6         2         1         7         
Vardas40171              Pavarde40171             4         8         10        8         1         3         4         1         1         1         1         
Vardas40172              Pavarde40172             7         4         10        1         9         6         5         4         3         2         4         
Vardas40173              Pavarde40173             5         6         7         2         7         4         3         5         5         5         5         
Vardas40174              Pavarde40174             1         7         2         8         7         1         6         4         4         8         3         
Vardas40175              Pavarde40175             9         7         6         10        9         1         7         10        5         7         2         
Vardas40176              Pavarde40176             8         7         8         2         10        5         3         10        2         2         6         
Vardas40177              Pavarde40177             3         9         8         9         6         3         3         10        3         6         8         
Vardas40178              Pavarde40178             7         10        6         10        1         6         7         3         8         8         1         
Vardas40179              Pavarde40179             1         5         3         8         6         5         1         6         3         9         3         
Vardas40180              Pavarde40180             7         2         7         4         8         7         5         9         4         5         1         
Vardas40181              Pavarde40181             7         1         1         8         1         4         2         10        9         5         1         
Vardas40182              Pavarde40182             3         7         10        6         5         3         9         4         3         6         4         
Vardas40183              Pavarde40183             3         8         9         10        6         5         6         7         6         8         8         
Vardas40184              Pavarde40184             9         6         9         5         10        1         10        10        5         6         9         
Vardas40185              Pavarde40185             9         1         8         4         4         3         5         8         7         2         1         
Vardas40186              Pavarde40186             7         3         7         6         5         1         1         10        5         4         4         
Vardas40187              Pavarde40187             4         3         9         6         9         9         6         10        5         8         3         
Vardas40188              Pavarde40188             2         2         2         4         2         1         7         8         3         2         1         
Vardas40189              Pavarde40189             7         6         10        5         3         3         10        1         3         7         1         
Vardas40190              Pavarde40190             7         9         6         9         10        10        8         9         3         8         9         
Vardas40191              Pavarde40191             4         1         8         1         5         9         7         4         5         3         6         
Vardas40192              Pavarde40192             6         6         4         2         9         4         5         10        1         1         7         
Vardas40193              Pavarde40193             5         5         9         5         4         5         5         5         2         5         5         
Vardas40194              Pavarde40194             6         6         5         4         9         5         7         6         8         4         3         
Vardas40195              Pavarde40195             6         7         3         2         4         9         8         10        9         5         10        
Vardas40196              Pavarde40196             1         9         5         6         9         6         6         6         2         1         8         
Vardas40197              Pavarde40197             2         6         5         2         9         10        5         5         8         3         8         
Vardas40198              Pavarde40198             6         6         1         1         8         7         5         7         3         9         10        
Vardas40199              Pavarde40199             3         5         5         8         3         3         9         2         9         1         2         
Vardas40200              Pavarde40200             3         1         3         9         3         1         10        5         5         7         5         
Vardas40201              Pavarde40201             6         10        5         7         7         2         2         4         9         10        1         
Vardas40202              Pavarde40202             10        2         7         7         10        7         9         10        1         9         8         
Vardas40203              Pavarde40203             9         3         10        4         2         8         5         9         10        10        6         
Vardas40204              Pavarde40204             5         8         7         5         1         8         8         9         5         3         1         
Vardas40205              Pavarde40205             4         5         7         4         9         7         5         5         4         3         2         
Vardas40206              Pavarde40206             3         7         7         5         3         4         4         9         9         8         9         
Vardas40207              Pavarde40207             3         1         6         2         9         3         3         7         5         10        7         
Vardas40208              Pavarde40208             2         7         1         1         6         10        5         3         6         9         9         
Vardas40209              Pavarde40209             2         6         6         3         7         4         10        7         1         1         10        
Vardas40210              Pavarde40210             2         1         3         4         3         9         10        3         10        2         7         
Vardas40211              Pavarde40211             9         8         8         1         7         6         7         8         2         4         8         
Vardas40212              Pavarde40212             6         7         5         5         4         1         3         1         9         3         5         
Vardas40213              Pavarde40213             10        3         7         2         4         1         7         5         10        4         4         
Vardas40214              Pavarde40214             2         7         4         4         4         7         3         1         2         8         10        
Vardas40215              Pavarde40215             5         6         7         8         5         3         7         6         5         5         1         
Vardas40216              Pavarde40216             2         3         5         1         6         3         10        3         5         6         4         
Vardas40217              Pavarde40217             7         4         5         9         5         4         5         9         10        10        8         
Vardas40218              Pavarde40218             2         2         8         8         6         4         4         10        5         2         5         
Vardas40219              Pavarde40219             10        4         2         2         1         9         3         8         7         3         8         
Vardas40220              Pavarde40220             8         8         5         10        8         2         3         6         5         5         5         
Vardas40221              Pavarde40221             4         6         8         10        10        5         7         5         4         3         6         
Vardas40222              Pavarde40222             10        8         4         9         1         7         2         10        9         4         6         
Vardas40223              Pavarde40223             7         2         10        3         8         10        1         5         10        4         5         
Vardas40224              Pavarde40224             9         2         7         8         5         6         10        9         8         8         4         
Vardas40225              Pavarde40225             6         10        2         1         4         9         1         1         3         10        8         
Vardas40226              Pavarde40226             9         10        8         10        5         2         2         5         9         10        3         
Vardas40227              Pavarde40227             1         5         7         2         7         5         5         10        10        7         10        
Vardas40228              Pavarde40228             6         5         4         8         6         9         5         3         2         9         5         
Vardas40229              Pavarde40229             5         4         8         4         4         4         7         1         6         7         3         
Vardas40230              Pavarde40230             6         10        4         7         5         3         5         6         6         7         7         
Vardas40231              Pavarde40231             4         5         6         3         4         7         2         6         7         3         3         
Vardas40232              Pavarde40232             4         5         9         3         6         4         5         7         4         10        1         
Vardas40233              Pavarde40233             7         9         6         5         1         7         9         10        4         8         1         
Vardas40234              Pavarde40234             8         1         3         6         8         10        7         7         1         7         9         
Vardas40235              Pavarde40235             5         2         4         2         4         6         10        10        8         8         10        
Vardas40236              Pavarde40236             4         6         4         10        4         9         6         1         9         3         10        
Vardas40237              Pavarde40237             8         10        2         7         7         5         2         10        8         7         2         
Vardas40238              Pavarde40238             6         2         3         5         9         8         5         8         4         4         7         
Vardas40239              Pavarde40239             4         7         3         6         6         1         7         9         4         7         7         
Vardas40240              Pavarde40240             4         8         8         5         7         4         1         4         5         9         10        
Vardas40241              Pavarde40241             9         2         2         7         9         7         9         4         6         5         4         
Vardas40242              Pavarde40242             2         2         2         7         9         5         10        10        1         10        7         
Vardas40243              Pavarde40243             6         9         7         3         5         7         5         9         2         5         10        
Vardas40244              Pavarde40244             9         6         1         2         8         6         6         6         3         6         10        
Vardas40245              Pavarde40245             2         4         4         5         7         6         9         5         8         7         5         
Vardas40246              Pavarde40246             5         10        8         2         7         2         5         5         10        9         8         
Vardas40247              Pavarde40247             5         7         2         4         6         4         9         1         1         8         10        
Vardas40248              Pavarde40248             4         4         1         3         9         4         4         2         9         8         10        
Vardas40249              Pavarde40249             4         2         5         9         4         7         1         1         7         3         9         
Vardas40250              Pavarde40250             8         3         5         2         2         10        7         1         7         3         10        
Vardas40251              Pavarde40251             9         1         2         7         4         1         1         9         6         7         2         
Vardas40252              Pavarde40252             5         2         4         4         3         6         6         5         4         8         10        
Vardas40253              Pavarde40253             6         2         3         2         7         3         5         10        1         6         9         
Vardas40254              Pavarde40254             6         9         6         5         5         5         8         10        10        7         10        
Vardas40255              Pavarde40255             6         6         9         7         8         10        7         7         7         8         10        
Vardas40256              Pavarde40256             7         4         7         3         9         8         6         4         2         3         5         
Vardas40257              Pavarde40257             7         8         5         2         3         6         3         1         9         5         10        
Vardas40258              Pavarde40258             10        7         5         10        1         9         4         9         4         1         4         
Vardas40259              Pavarde40259             4         8         1         4         3         8         5         4         5         10        8         
Vardas40260              Pavarde40260             2         2         4         9         8         8         7         9         3         10        10        
Vardas40261              Pavarde40261             6         5         8         10        6         4         6         10        5         1         1         
Vardas40262              Pavarde40262             7         1         10        2         4         9         9         5         7         2         10        
Vardas40263              Pavarde40263             1         1         8         6         4         1         9         3         4         1         7         
Vardas40264              Pavarde40264             10        9         2         10        3         6         6         5         4         1         7         
Vardas40265              Pavarde40265             9         5         5         1         5         5         4         5         7         5         6         
Vardas40266              Pavarde40266             6         3         9         8         1         8         9         6         8         3         4         
Vardas40267              Pavarde40267             3         8         3         3         1         1         2         1         2         2         2         
Vardas40268              Pavarde40268             9         2         3         1         9         3         10        3         6         9         9         
Vardas40269              Pavarde40269             2         7         10        3         3         6         4         9         4         4         2         
Vardas40270              Pavarde40270             9         5         2         2         5         1         4         3         8         1         10        
Vardas40271              Pavarde40271             2         3         5         4         9         9         8         7         3         8         10        
Vardas40272              Pavarde40272             7         8         4         8         9         9         10        3         5         7         7         
Vardas40273              Pavarde40273             1         8         1         7         1         6         3         1         1         2         2         
Vardas40274              Pavarde40274             3         3         2         7         7         10        8         3         3         5         1         
Vardas40275              Pavarde40275             10        4         6         9         2         2         9         1         4         9         3         
Vardas40276              Pavarde40276             9         8         4         4         7         2         5         5         7         1         6         
Vardas40277              Pavarde40277             1         7         6         7         7         10        5         3         8         10        7         
Vardas40278              Pavarde40278             2         4         9         1         9         4         8         2         5         8         7         
Vardas40279              Pavarde40279             6         8         10        6         8         7         7         3         1         9         3         
Vardas40280              Pavarde40280             4         7         2         5         2         3         8         10        2         6         7         
Vardas40281              Pavarde40281             6         7         2         8         5         9         9         4         5         4         8         
Vardas40282              Pavarde40282             3         4         8         1         9         3         2         1         2         6         2         
