Vardas                   Pavarde                  ND 1      ND 2      ND 3      ND 4      ND 5      ND 6      ND 7      ND 8      ND 9      ND 10     Egz.      
Vardas769                Pavarde769               8         9         4         4         9         3         7         4         9         6         7         
Vardas770                Pavarde770               8         1         7         2         2         4         10        6         1         2         4         
Vardas771                Pavarde771               9         9         7         8         10        8         1         7         1         2         5         
Vardas772                Pavarde772               7         5         3         9         3         3         7         9         8         10        3         
Vardas773                Pavarde773               10        4         9         7         1         7         7         9         9         7         8         
Vardas774                Pavarde774               4         4         2         2         6         1         5         1         4         5         5         
Vardas775                Pavarde775               5         3         5         10        2         4         8         2         3         4         9         
Vardas776                Pavarde776               2         5         2         6         1         3         7         7         1         8         4         
Vardas777                Pavarde777               8         3         1         1         9         6         10        10        2         10        6         
Vardas778                Pavarde778               7         10        4         10        4         5         8         6         7         6         3         
Vardas779                Pavarde779               7         8         3         5         9         9         3         9         1         8         8         
Vardas780                Pavarde780               2         7         7         7         8         5         1         8         6         2         4         
Vardas781                Pavarde781               4         10        7         3         10        1         8         1         7         4         8         
Vardas782                Pavarde782               4         1         1         6         10        2         2         3         3         3         1         
Vardas783                Pavarde783               6         2         9         9         2         3         8         6         6         1         2         
Vardas784                Pavarde784               3         1         9         8         3         1         10        8         4         1         7         
Vardas785                Pavarde785               3         4         10        3         10        4         4         4         5         7         7         
Vardas786                Pavarde786               6         5         1         3         3         6         4         10        6         8         9         
Vardas787                Pavarde787               10        5         7         4         5         3         1         6         7         10        9         
Vardas788                Pavarde788               6         3         9         10        10        3         4         8         1         7         4         
Vardas789                Pavarde789               1         2         7         8         6         7         4         10        1         7         4         
Vardas790                Pavarde790               7         6         8         2         2         2         1         7         4         9         9         
Vardas791                Pavarde791               8         5         9         10        1         10        6         7         6         3         5         
Vardas792                Pavarde792               9         8         1         9         4         9         8         2         9         3         8         
Vardas793                Pavarde793               6         7         1         3         5         3         8         7         4         7         9         
Vardas794                Pavarde794               7         5         6         4         1         9         7         10        9         9         3         
Vardas795                Pavarde795               2         7         4         3         7         1         7         3         9         9         7         
Vardas796                Pavarde796               3         7         2         4         5         9         8         3         6         2         6         
Vardas797                Pavarde797               8         2         8         5         9         1         5         7         5         2         6         
Vardas798                Pavarde798               7         5         6         7         6         1         5         10        3         2         8         
Vardas799                Pavarde799               8         8         8         7         4         6         3         2         8         10        7         
Vardas800                Pavarde800               2         6         7         10        7         2         9         1         5         8         6         
Vardas801                Pavarde801               8         4         6         8         5         1         6         9         5         4         2         
Vardas802                Pavarde802               7         4         9         1         2         1         4         4         10        3         4         
Vardas803                Pavarde803               8         9         10        4         8         1         4         8         2         4         4         
Vardas804                Pavarde804               1         5         10        9         4         9         8         1         9         5         3         
Vardas805                Pavarde805               9         7         5         9         7         8         6         8         8         2         6         
Vardas806                Pavarde806               1         1         6         9         10        9         3         9         8         7         4         
Vardas807                Pavarde807               6         9         1         2         1         8         3         10        4         9         7         
Vardas808                Pavarde808               1         8         4         7         1         9         7         7         1         10        10        
Vardas809                Pavarde809               4         3         9         1         8         6         6         3         7         1         10        
Vardas810                Pavarde810               6         1         8         5         6         6         7         1         9         10        1         
Vardas811                Pavarde811               4         8         8         4         6         4         5         7         5         3         6         
Vardas812                Pavarde812               2         6         2         6         5         9         2         4         1         6         7         
Vardas813                Pavarde813               6         1         10        8         6         8         10        4         5         9         4         
Vardas814                Pavarde814               9         7         1         8         10        7         6         6         8         4         7         
Vardas815                Pavarde815               1         4         4         10        10        4         1         2         2         9         4         
Vardas816                Pavarde816               9         9         3         1         9         4         7         1         9         6         2         
Vardas817                Pavarde817               6         10        7         4         7         10        5         5         10        10        8         
Vardas818                Pavarde818               9         2         6         3         4         1         8         6         5         5         6         
Vardas819                Pavarde819               4         3         1         8         8         6         3         7         7         1         2         
Vardas820                Pavarde820               5         2         2         9         7         6         7         10        5         7         3         
Vardas821                Pavarde821               3         3         2         1         6         1         9         10        8         8         9         
Vardas822                Pavarde822               3         2         5         4         9         1         8         9         8         10        10        
Vardas823                Pavarde823               1         1         7         1         9         2         1         7         1         5         9         
Vardas824                Pavarde824               8         4         6         10        8         9         7         5         9         7         6         
Vardas825                Pavarde825               4         4         2         9         7         4         10        8         4         2         8         
Vardas826                Pavarde826               6         3         6         1         3         2         6         1         4         9         8         
Vardas827                Pavarde827               6         4         3         5         10        1         9         6         4         4         8         
Vardas828                Pavarde828               6         1         6         1         3         9         2         4         7         4         2         
Vardas829                Pavarde829               9         7         1         10        8         8         3         9         10        3         4         
Vardas830                Pavarde830               9         10        9         7         1         3         6         8         8         5         5         
Vardas831                Pavarde831               3         3         7         5         6         5         9         4         5         2         6         
Vardas832                Pavarde832               1         8         9         9         8         5         3         8         9         2         10        
Vardas833                Pavarde833               9         1         3         1         3         5         8         6         8         1         8         
Vardas834                Pavarde834               1         1         6         5         4         5         5         1         9         3         6         
Vardas835                Pavarde835               1         4         9         2         5         8         4         1         5         8         8         
Vardas836                Pavarde836               1         10        6         8         8         6         1         9         10        4         9         
Vardas837                Pavarde837               5         10        1         7         6         1         9         4         1         3         3         
Vardas838                Pavarde838               7         8         2         5         2         1         6         3         4         4         5         
Vardas839                Pavarde839               8         9         5         3         7         9         8         2         8         4         3         
Vardas840                Pavarde840               3         1         2         6         6         7         8         2         4         9         3         
Vardas841                Pavarde841               8         4         7         4         5         8         6         7         10        3         9         
Vardas842                Pavarde842               3         5         2         7         9         6         5         5         5         9         2         
Vardas843                Pavarde843               2         1         4         6         9         10        10        1         10        3         9         
Vardas844                Pavarde844               4         1         2         5         6         5         2         6         5         7         9         
Vardas845                Pavarde845               8         5         10        4         6         7         3         9         4         7         7         
Vardas846                Pavarde846               7         6         6         8         4         2         10        9         10        8         3         
Vardas847                Pavarde847               3         7         3         2         6         10        5         8         9         10        10        
Vardas848                Pavarde848               6         3         3         3         8         2         9         5         2         1         10        
Vardas849                Pavarde849               9         6         8         9         5         6         6         10        8         6         7         
Vardas850                Pavarde850               4         2         10        5         5         7         7         2         3         10        9         
Vardas851                Pavarde851               2         1         5         6         4         3         9         3         1         2         8         
Vardas852                Pavarde852               3         8         10        2         9         1         6         6         1         1         2         
Vardas853                Pavarde853               9         6         9         2         5         8         6         2         3         1         2         
Vardas854                Pavarde854               8         6         10        2         4         6         10        4         3         2         6         
Vardas855                Pavarde855               10        8         5         6         5         3         8         5         6         6         6         
Vardas856                Pavarde856               10        9         6         6         2         7         10        10        8         3         9         
Vardas857                Pavarde857               10        4         2         2         2         7         9         10        9         7         2         
Vardas858                Pavarde858               2         4         2         2         10        7         8         3         2         6         6         
Vardas859                Pavarde859               9         10        2         1         5         5         9         4         7         4         4         
Vardas860                Pavarde860               2         2         3         4         10        4         1         7         1         7         3         
Vardas861                Pavarde861               7         5         4         2         3         10        4         3         3         10        3         
Vardas862                Pavarde862               5         10        1         7         6         6         3         3         7         6         6         
Vardas863                Pavarde863               1         7         9         7         9         5         4         7         7         6         6         
Vardas864                Pavarde864               2         10        7         9         7         9         9         6         10        3         4         
Vardas865                Pavarde865               9         10        4         7         9         2         1         5         2         8         8         
Vardas866                Pavarde866               10        2         3         10        6         4         10        1         2         9         6         
Vardas867                Pavarde867               8         6         8         1         9         7         6         3         3         6         9         
Vardas868                Pavarde868               6         7         1         2         4         7         9         8         4         5         7         
Vardas869                Pavarde869               7         6         8         9         7         9         5         5         4         10        6         
Vardas870                Pavarde870               3         4         8         8         7         8         1         8         10        7         9         
Vardas871                Pavarde871               1         3         5         6         9         5         9         10        8         3         2         
Vardas872                Pavarde872               1         10        7         4         4         7         2         9         5         9         3         
Vardas873                Pavarde873               4         7         8         8         6         4         3         7         6         2         7         
Vardas874                Pavarde874               5         5         3         4         1         1         7         10        5         9         1         
Vardas875                Pavarde875               3         7         6         4         4         5         2         9         2         6         4         
Vardas876                Pavarde876               4         4         7         4         6         4         3         8         5         10        8         
Vardas877                Pavarde877               7         5         5         2         6         3         1         1         8         6         6         
Vardas878                Pavarde878               4         2         3         6         10        9         9         7         1         7         4         
Vardas879                Pavarde879               4         8         4         1         5         5         6         5         5         2         6         
Vardas880                Pavarde880               1         8         3         10        8         9         4         9         10        10        7         
Vardas881                Pavarde881               6         5         7         8         8         3         2         1         2         6         6         
Vardas882                Pavarde882               4         8         7         9         8         4         9         5         8         10        5         
Vardas883                Pavarde883               1         2         4         6         8         1         2         8         8         1         5         
Vardas884                Pavarde884               2         10        2         1         1         7         4         9         4         1         3         
Vardas885                Pavarde885               6         2         6         7         9         5         2         4         4         9         7         
Vardas886                Pavarde886               8         9         3         9         3         5         5         7         10        9         8         
Vardas887                Pavarde887               1         2         7         3         7         5         5         6         3         10        9         
Vardas888                Pavarde888               5         2         7         6         9         10        1         4         9         6         6         
Vardas889                Pavarde889               3         5         3         5         6         1         4         5         3         5         2         
Vardas890                Pavarde890               9         1         5         2         2         3         4         7         1         2         6         
Vardas891                Pavarde891               10        9         5         8         4         10        7         9         6         5         5         
Vardas892                Pavarde892               8         10        9         2         3         3         3         8         3         8         9         
Vardas893                Pavarde893               3         9         4         4         9         2         1         7         10        10        10        
Vardas894                Pavarde894               8         5         7         2         10        6         9         10        10        2         10        
Vardas895                Pavarde895               8         10        4         5         6         1         4         10        5         3         9         
Vardas896                Pavarde896               5         8         3         8         7         3         3         1         9         10        2         
Vardas897                Pavarde897               4         8         4         6         5         9         6         5         2         5         3         
Vardas898                Pavarde898               4         5         7         4         2         2         4         6         7         7         9         
Vardas899                Pavarde899               2         2         1         1         4         8         2         2         3         10        7         
Vardas900                Pavarde900               10        5         4         1         2         8         10        8         6         2         6         
Vardas901                Pavarde901               9         3         1         5         6         10        1         6         2         2         1         
Vardas902                Pavarde902               8         10        8         6         7         3         3         10        7         5         5         
Vardas903                Pavarde903               5         1         10        4         7         4         2         3         6         8         8         
Vardas904                Pavarde904               9         9         7         1         8         10        5         10        10        5         10        
Vardas905                Pavarde905               3         10        9         8         4         3         9         4         8         1         9         
Vardas906                Pavarde906               5         5         8         4         5         7         4         2         3         3         5         
Vardas907                Pavarde907               1         10        6         6         4         2         3         2         8         1         9         
Vardas908                Pavarde908               5         4         8         7         2         10        4         7         6         1         5         
Vardas909                Pavarde909               1         3         4         6         6         7         7         8         7         7         1         
Vardas910                Pavarde910               7         5         4         5         6         10        9         7         10        7         3         
Vardas911                Pavarde911               10        7         3         1         7         10        5         4         7         3         10        
Vardas912                Pavarde912               1         6         2         7         8         4         8         9         4         2         4         
Vardas913                Pavarde913               3         6         3         1         2         7         2         8         4         10        6         
Vardas914                Pavarde914               2         8         4         4         7         7         7         6         4         5         8         
Vardas915                Pavarde915               5         8         3         7         2         10        9         2         2         8         7         
Vardas916                Pavarde916               9         3         6         1         2         8         1         7         8         5         7         
Vardas917                Pavarde917               6         10        6         2         5         3         8         1         7         9         2         
Vardas918                Pavarde918               9         5         10        6         2         9         2         1         3         5         2         
Vardas919                Pavarde919               6         7         4         7         9         10        4         1         6         1         2         
Vardas920                Pavarde920               1         6         8         9         7         7         10        4         9         4         2         
Vardas921                Pavarde921               1         6         1         1         7         1         6         1         6         1         4         
Vardas922                Pavarde922               7         1         9         7         8         7         2         10        5         5         7         
Vardas923                Pavarde923               4         7         4         5         6         8         1         8         10        4         9         
Vardas924                Pavarde924               1         5         3         7         1         1         2         10        9         1         9         
Vardas925                Pavarde925               3         2         3         2         7         5         10        4         1         6         8         
Vardas926                Pavarde926               10        9         10        3         7         9         9         10        1         4         3         
Vardas927                Pavarde927               10        4         5         6         4         1         10        10        9         8         5         
Vardas928                Pavarde928               7         9         7         7         9         7         1         3         6         7         10        
Vardas929                Pavarde929               2         3         2         8         10        10        4         2         8         8         5         
Vardas930                Pavarde930               9         5         3         6         8         7         10        4         3         3         2         
Vardas931                Pavarde931               3         8         9         5         9         6         10        2         9         2         8         
Vardas932                Pavarde932               6         10        9         4         7         8         8         9         6         6         1         
Vardas933                Pavarde933               1         1         8         7         5         3         7         7         10        1         4         
Vardas934                Pavarde934               4         10        9         6         10        2         1         8         1         2         3         
Vardas935                Pavarde935               4         5         8         2         7         4         7         9         9         3         5         
Vardas936                Pavarde936               6         3         4         1         3         3         9         7         4         2         1         
Vardas937                Pavarde937               5         5         6         2         3         3         9         10        2         10        10        
Vardas938                Pavarde938               9         5         5         8         9         7         9         9         4         10        5         
Vardas939                Pavarde939               1         10        6         6         8         9         1         9         9         8         4         
Vardas940                Pavarde940               6         10        1         10        1         4         8         3         7         8         10        
Vardas941                Pavarde941               10        2         3         4         3         10        8         10        1         6         4         
Vardas942                Pavarde942               5         4         4         6         2         8         2         6         6         8         7         
Vardas943                Pavarde943               5         6         5         7         3         1         6         1         2         7         7         
Vardas944                Pavarde944               5         2         8         8         8         10        3         7         5         4         3         
Vardas945                Pavarde945               9         4         2         7         2         2         2         2         4         6         7         
Vardas946                Pavarde946               10        4         1         1         4         9         2         2         4         3         1         
Vardas947                Pavarde947               9         4         9         10        4         1         8         6         5         2         1         
Vardas948                Pavarde948               8         2         9         8         3         9         6         10        10        10        4         
Vardas949                Pavarde949               7         5         7         10        4         4         2         4         5         6         9         
Vardas950                Pavarde950               3         1         6         5         3         6         1         10        1         10        8         
Vardas951                Pavarde951               2         5         3         2         1         4         6         7         10        7         9         
Vardas952                Pavarde952               5         9         4         2         1         8         7         1         3         4         7         
Vardas953                Pavarde953               4         6         9         3         2         2         1         4         2         10        5         
Vardas954                Pavarde954               8         3         10        8         4         7         1         3         10        4         1         
Vardas955                Pavarde955               9         7         8         7         3         7         2         1         8         7         6         
Vardas956                Pavarde956               2         8         3         5         4         4         4         3         10        3         1         
Vardas957                Pavarde957               7         9         4         8         10        6         6         1         3         8         9         
Vardas958                Pavarde958               2         3         8         8         1         8         2         8         4         2         8         
Vardas959                Pavarde959               4         9         3         9         9         3         3         8         8         6         4         
Vardas960                Pavarde960               7         9         5         2         2         8         3         3         10        3         8         
Vardas961                Pavarde961               8         6         2         2         4         2         1         3         5         9         5         
Vardas962                Pavarde962               4         5         10        3         8         6         8         9         6         8         2         
Vardas963                Pavarde963               9         5         8         7         1         7         3         6         6         2         3         
Vardas964                Pavarde964               9         5         5         5         4         9         9         6         10        2         4         
Vardas965                Pavarde965               8         10        10        8         6         7         1         9         8         2         6         
Vardas966                Pavarde966               1         10        10        7         4         3         1         5         9         10        9         
Vardas967                Pavarde967               4         1         5         5         8         1         7         3         6         8         5         
Vardas968                Pavarde968               1         4         4         1         10        9         9         7         6         4         6         
Vardas969                Pavarde969               6         7         1         3         1         7         10        1         8         1         5         
Vardas970                Pavarde970               4         2         7         8         2         9         3         5         2         6         5         
Vardas971                Pavarde971               1         1         5         9         10        7         3         8         5         9         9         
Vardas972                Pavarde972               1         5         3         5         8         1         5         6         5         4         10        
Vardas973                Pavarde973               7         9         5         4         1         6         1         9         9         4         5         
Vardas974                Pavarde974               6         9         5         1         10        4         10        6         1         2         5         
Vardas975                Pavarde975               1         9         9         3         1         10        4         3         6         2         5         
Vardas976                Pavarde976               1         1         10        3         2         5         6         3         4         5         2         
Vardas977                Pavarde977               10        6         7         6         5         8         10        1         9         1         2         
Vardas978                Pavarde978               1         5         7         8         9         7         7         9         10        1         7         
Vardas979                Pavarde979               8         5         5         9         9         4         1         2         4         7         9         
Vardas980                Pavarde980               10        9         7         1         8         3         4         3         3         7         10        
Vardas981                Pavarde981               2         2         6         5         6         3         5         9         4         5         10        
Vardas982                Pavarde982               10        8         9         5         8         6         3         9         2         8         1         
Vardas983                Pavarde983               2         2         9         10        1         10        1         2         4         7         3         
Vardas984                Pavarde984               7         2         1         7         7         6         6         4         7         3         10        
Vardas985                Pavarde985               5         10        2         9         8         9         8         2         1         3         10        
Vardas986                Pavarde986               1         2         2         5         4         1         3         4         9         5         6         
Vardas987                Pavarde987               4         10        5         3         5         8         1         3         5         10        9         
Vardas988                Pavarde988               4         4         8         8         1         7         4         9         9         1         3         
Vardas989                Pavarde989               8         6         7         10        1         8         6         1         8         3         8         
Vardas990                Pavarde990               4         1         6         3         10        8         5         9         5         4         2         
Vardas991                Pavarde991               4         5         5         9         1         1         9         7         5         2         9         
Vardas992                Pavarde992               6         9         1         8         6         9         6         6         6         1         10        
Vardas993                Pavarde993               5         2         6         6         8         2         2         1         8         2         6         
Vardas994                Pavarde994               5         9         9         2         2         7         6         3         8         2         4         
Vardas995                Pavarde995               9         5         10        3         7         5         10        7         2         8         3         
Vardas996                Pavarde996               6         4         7         2         4         10        3         9         3         10        1         
Vardas997                Pavarde997               8         9         6         8         10        3         6         10        2         9         2         
Vardas998                Pavarde998               2         7         3         7         5         1         2         9         10        4         10        
Vardas999                Pavarde999               3         9         8         2         3         1         7         8         3         6         3         
Vardas1000               Pavarde1000              1         10        5         5         10        4         9         9         5         7         8         
